id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2610, Egyptian Lentil Soup, water, 3, cups, , 0.0, 0.0, 0.0, 0.0, , , 
3208, Northern Thai Curry with Chicken and Peanuts, water, 2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
3208, Northern Thai Curry with Chicken and Peanuts, peanut, 1/2, cup, roasted, 413.91, 11.7749, 18.834, 35.9452, , , 
3208, Northern Thai Curry with Chicken and Peanuts, ginger, 1, piece, peeled julienned, -, -, -, -, , , 
3208, Northern Thai Curry with Chicken and Peanuts, tamarind juice, 2, tablespoons, , 17.8838, 4.6215, 0.0282, 0.0376, , , 
3208, Northern Thai Curry with Chicken and Peanuts, peanut, 2, tablespoons, roasted, 413.91, 11.7749, 18.834, 35.9452, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3210, SPAM® Pad Thai, chicken broth, 1/2, cup, , 39.06, 0.945, 5.5692, 1.3104, , , 
3210, SPAM® Pad Thai, creamy peanut butter, 1/4, cup, , 389.12, 10.88, 15.6608, 34.6688, , , 
3210, SPAM® Pad Thai, soy sauce, 3 1/2, tablespoons, , 29.68, 2.7608, 4.5584, 0.3192, , , 
3210, SPAM® Pad Thai, black pepper, to taste, , ground, 0.0, 0.0, 0.0, 0.0, , , 
3210, SPAM® Pad Thai, udon noodle, 1, package, uncooked, -, -, -, -, , , 
3210, SPAM® Pad Thai, green onion, 1, , chopped, 19.17, 4.0754, 0.6887, 0.3337, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3211, My Husband's Pad Thai Noodles, wide rice noodle, 1, package, , -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, fish sauce, 1/4, cup, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3211, My Husband's Pad Thai Noodles, honey, 1/4, cup, , -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, soy sauce, 3, tablespoons, , 25.44, 2.3664, 3.9072, 0.2736, , , 
3211, My Husband's Pad Thai Noodles, lime, 1, , juiced, 1.2604, 0.4245, 0.0212, 0.0035, , , 
3211, My Husband's Pad Thai Noodles, rice vinegar, 2, tablespoons, , -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, chili garlic sauce, 2, tablespoons, , -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, ketchup, 1, tablespoon, , -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, chili oil, 1, tablespoon, , -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, sesame oil, 1, tablespoon, , 120.22399999999999, 0.0, 0.0, 13.6, , , 
3211, My Husband's Pad Thai Noodles, garlic, 1, tablespoon, minced, 12.665, 2.8101, 0.5406, 0.0425, , , 
3211, My Husband's Pad Thai Noodles, egg, 4, , , 286.0, 1.44, 25.12, 19.02, , , 
3211, My Husband's Pad Thai Noodles, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
3211, My Husband's Pad Thai Noodles, shrimp, 20, , peeled deveined, -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, salt black pepper, to taste, , ground, -, -, -, -, , , 
3211, My Husband's Pad Thai Noodles, onion, 1, cup, sliced, 64.0, 14.944, 1.76, 0.16, , , 
3211, My Husband's Pad Thai Noodles, celery, 1, cup, sliced, 16.16, 2.9997, 0.6969, 0.1717, , , 
3211, My Husband's Pad Thai Noodles, napa cabbage, 2, cups, sliced, 26.16, 4.8614, 2.398, 0.3706, , , 
3211, My Husband's Pad Thai Noodles, chicken stock, 1/2, cup, , 43.2, 4.236000000000001, 3.0239999999999996, 1.44, , , 
3211, My Husband's Pad Thai Noodles, cilantro, 1, cup, chopped, 3.68, 0.5872, 0.3408, 0.0832, , , 
3211, My Husband's Pad Thai Noodles, peanut, 1/2, cup, chopped, 413.91, 11.7749, 18.834, 35.9452, , , 
3211, My Husband's Pad Thai Noodles, red chile pepper, 1, hot, sliced, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3212, Okinawan-Style Pad Thai, rice wine vinegar, 1/2, cup, , -, -, -, -, , , 
3212, Okinawan-Style Pad Thai, white sugar, 1/2, cup, , 387.0, 99.98, 0.0, 0.0, , , 
3212, Okinawan-Style Pad Thai, oyster sauce, 1/4, cup, , 36.72, 7.8624, 0.972, 0.18, , , 
3212, Okinawan-Style Pad Thai, tamarind pulp, 2, tablespoons, , -, -, -, -, , , 
3212, Okinawan-Style Pad Thai, rice noodle, 1, package, , -, -, -, -, , , 
3212, Okinawan-Style Pad Thai, cold water, , , , -, -, -, -, , , 
3212, Okinawan-Style Pad Thai, peanut oil, 1/2, cup, , 954.72, 0.0, 0.0, 108.0, , , 
3212, Okinawan-Style Pad Thai, egg, 4, , , 286.0, 1.44, 25.12, 19.02, , , 
3212, Okinawan-Style Pad Thai, garlic, 1 1/2, teaspoons, minced, 6.257999999999999, 1.3885, 0.2671, 0.021, , , 
3212, Okinawan-Style Pad Thai, chicken breast, 12, ounces, cut, 585.1335, 0.0, 70.9304, 31.4679, , , 
3212, Okinawan-Style Pad Thai, white sugar, 1 1/2, tablespoons, , 387.0, 99.98, 0.0, 0.0, , , 
3212, Okinawan-Style Pad Thai, salt, 1, 1/2 teaspoons, , -, -, -, -, , , 
3212, Okinawan-Style Pad Thai, peanut, 1 1/2, cups, dry-roasted unsalted, 1241.73, 35.3247, 56.501999999999995, 107.8356, , , 
3212, Okinawan-Style Pad Thai, asian radish, 1 1/2, teaspoons, ground, -, -, -, -, , , 
3212, Okinawan-Style Pad Thai, chili powder, 1, teaspoon, , 7.614, 1.3419, 0.3634, 0.3856, , , 
3212, Okinawan-Style Pad Thai, chive, 1/2, cup, chopped, 7.2, 1.044, 0.7848, 0.1752, , , 
3212, Okinawan-Style Pad Thai, bean sprout, 2, cups, , -, -, -, -, , , 
3212, Okinawan-Style Pad Thai, lime, 1, , cut, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3213, Coconut Milk-Free Panang Curry Chicken, cream, 2, cups, , 1584.0, 31.92, 17.424, 166.46400000000003, , , 
3213, Coconut Milk-Free Panang Curry Chicken, coconut extract, 1/4, teaspoon, , 403.4676, 0.0, 89.7602, 2.2667, , , 
3213, Coconut Milk-Free Panang Curry Chicken, panang red curry paste, 1/4, cup, , 403.4676, 0.0, 89.7602, 2.2667, , , 
3213, Coconut Milk-Free Panang Curry Chicken, chicken broth, 2, tablespoons, , 9.765, 0.2362, 1.3923, 0.3276, , , 
3213, Coconut Milk-Free Panang Curry Chicken, chicken breast half, 1, pound, skinless boneless cubed, 403.4676, 0.0, 89.7602, 2.2667, , , 
3213, Coconut Milk-Free Panang Curry Chicken, red bell pepper, 1/2, , chopped, 403.4676, 0.0, 89.7602, 2.2667, , , 
3213, Coconut Milk-Free Panang Curry Chicken, green bell pepper, 1/2, , chopped, 14.595, 3.197, 0.5004, 0.1876, , , 
3213, Coconut Milk-Free Panang Curry Chicken, white onion, 1/2, , chopped, 32.0, 7.472, 0.88, 0.08, , , 
3213, Coconut Milk-Free Panang Curry Chicken, asian fish sauce, 2, tablespoons, , 403.4676, 0.0, 89.7602, 2.2667, , , 
3213, Coconut Milk-Free Panang Curry Chicken, white sugar, 1, tablespoon, , 48.762, 12.5975, 0.0, 0.0, , , 
3213, Coconut Milk-Free Panang Curry Chicken, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
3213, Coconut Milk-Free Panang Curry Chicken, basil, 1, teaspoon, , 0.2032, 0.0234, 0.0278, 0.0057, , , 
3213, Coconut Milk-Free Panang Curry Chicken, purpose flour, 1, tablespoon, , 403.4676, 0.0, 89.7602, 2.2667, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3209, Amazing Simple Thai Tofu, tofu, 1, package, cut firm, -, -, -, -, , , 
3209, Amazing Simple Thai Tofu, green onion, 1/3, cup, chopped, 6.39, 1.3585, 0.2296, 0.1112, , , 
3209, Amazing Simple Thai Tofu, olive oil, 1 1/2, teaspoons, , 59.67, 0.0, 0.0, 6.75, , , 
3209, Amazing Simple Thai Tofu, sesame oil, 1/2, teaspoon, , 19.89, 0.0, 0.0, 2.25, , , 
3209, Amazing Simple Thai Tofu, soy sauce, 1, teaspoon, , 2.8089999999999997, 0.2613, 0.4314, 0.0302, , , 
3209, Amazing Simple Thai Tofu, ginger root, 2, teaspoons, grated, 3.2, 0.7108, 0.0728, 0.03, , , 
3209, Amazing Simple Thai Tofu, chunky peanut butter, 1/4, cup, , 382.485, 11.4101, 16.8087, 33.1982, , , 
3209, Amazing Simple Thai Tofu, coconut, 3, tablespoons, flaked, 53.1, 2.2845, 0.4995, 5.0235, , , 
3209, Amazing Simple Thai Tofu, sesame seed, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3215, Burmese Chicken Curry (Gaeng Gai Bama), vegetable oil, 1/4, cup, , 469.79, 0.0, 0.0, 54.5, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), shallot, 8, , sliced, 921.6, 215.04, 32.0, 1.28, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), chicken meat, 1, pound, skinless boneless cut, 544.0012, 0.0, 102.0002, 11.8774, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), red curry paste, 2, tablespoons, , -, -, -, -, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), curry powder, 1, tablespoon, , 20.475, 3.5173, 0.9003, 0.8826, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), coconut milk, 1/2, cup, , 276.0, 6.648, 2.748, 28.608, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), tomato, 1/4, cup, pureed, 10.35, 2.295, 0.54, 0.09, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), fish sauce, 2, tablespoons, , 12.6, 1.3104, 1.8216, 0.0036, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), palm sugar, 1, tablespoon, , -, -, -, -, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), tomato, 2, , cut, 44.28, 9.5694, 2.1648, 0.49200000000000005, , , 
3215, Burmese Chicken Curry (Gaeng Gai Bama), cilantro, 1, bunch, chopped, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3216, Raw Pad Thai, zucchini, 2, , trimmed, 4.62, 0.6842, 0.5962, 0.08800000000000001, , , 
3216, Raw Pad Thai, carrot, 2, , , 104.96, 24.5248, 2.3808, 0.6144, , , 
3216, Raw Pad Thai, head red cabbage, 1, , sliced, -, -, -, -, , , 
3216, Raw Pad Thai, red bell pepper, 1, , sliced, -, -, -, -, , , 
3216, Raw Pad Thai, bean sprout, 1/2, cup, , -, -, -, -, , , 
3216, Raw Pad Thai, almond butter, 3/4, cup, raw, 1151.25, 35.2875, 39.3, 104.0625, , , 
3216, Raw Pad Thai, orange, 2, , juiced, 4.65, 1.0747, 0.0723, 0.0207, , , 
3216, Raw Pad Thai, honey, 2, tablespoons, raw, -, -, -, -, , , 
3216, Raw Pad Thai, ginger root, 1, tablespoon, minced, 4.8, 1.0662, 0.1092, 0.045, , , 
3216, Raw Pad Thai, nama shoyu, 1, tablespoon, , -, -, -, -, , , 
3216, Raw Pad Thai, miso, 1, tablespoon, unpasteurized, 33.66, 4.3129, 2.1743, 1.0217, , , 
3216, Raw Pad Thai, garlic, 1, clove, minced, 4.47, 0.9918, 0.1908, 0.015, , , 
3216, Raw Pad Thai, cayenne pepper, 1/4, teaspoon, , 1.431, 0.2548, 0.054000000000000006, 0.0777, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3217, Thai Shrimp and Clam Curry, peanut oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
3217, Thai Shrimp and Clam Curry, onion lengthwise, 1, , halved sliced, -, -, -, -, , , 
3217, Thai Shrimp and Clam Curry, red bell pepper lengthwise, 1, , seeded sliced, -, -, -, -, , , 
3217, Thai Shrimp and Clam Curry, ginger, 1, tablespoon, chopped, 4.8, 1.0662, 0.1092, 0.045, , , 
3217, Thai Shrimp and Clam Curry, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
3217, Thai Shrimp and Clam Curry, red chile paste, 1, teaspoon, , -, -, -, -, , , 
3217, Thai Shrimp and Clam Curry, coconut milk, 1, can, , 827.5862, 19.934, 8.2399, 85.7811, , , 
3217, Thai Shrimp and Clam Curry, cherrystone clam, 4, , scrubbed, -, -, -, -, , , 
3217, Thai Shrimp and Clam Curry, chicken broth, 1/4, cup, , 19.53, 0.4725, 2.7846, 0.6552, , , 
3217, Thai Shrimp and Clam Curry, lime, 1, , , -, -, -, -, , , 
3217, Thai Shrimp and Clam Curry, fish sauce, 1, teaspoon, , 2.1, 0.2184, 0.3036, 0.0006, , , 
3217, Thai Shrimp and Clam Curry, brown sugar, 1, teaspoon, , 11.4, 2.9427, 0.0036, 0.0, , , 
3217, Thai Shrimp and Clam Curry, basil, 3, tablespoons, chopped divided, 1.8285, 0.2107, 0.2504, 0.0509, , , 
3217, Thai Shrimp and Clam Curry, shrimp, 12, , peeled deveined, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3221, Duck Legs in Green Curry, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
3221, Duck Legs in Green Curry, duck leg, 4, , , 100.8667, 0.0, 22.44, 0.5667, , , 
3221, Duck Legs in Green Curry, onion, 1, , minced, 28.0, 6.537999999999999, 0.77, 0.07, , , 
3221, Duck Legs in Green Curry, garlic, 3, cloves, minced, 13.41, 2.9754, 0.5724, 0.045, , , 
3221, Duck Legs in Green Curry, serrano pepper, 2, , seeded minced, 1.4, 0.2931, 0.0761, 0.0192, , , 
3221, Duck Legs in Green Curry, ginger root, 1, piece, minced, -, -, -, -, , , 
3221, Duck Legs in Green Curry, coconut milk, 3, cans, , 2482.7586, 59.8021, 24.7196, 257.3433, , , 
3221, Duck Legs in Green Curry, yellow curry paste, 3, tablespoons, , 100.8667, 0.0, 22.44, 0.5667, , , 
3221, Duck Legs in Green Curry, kaffir lime leaf, 2, , , 100.8667, 0.0, 22.44, 0.5667, , , 
3221, Duck Legs in Green Curry, green onion, 2, , minced, 38.34, 8.1508, 1.3774, 0.6674, , , 
3221, Duck Legs in Green Curry, asian fish sauce, 2, tablespoons, , 100.8667, 0.0, 22.44, 0.5667, , , 
3221, Duck Legs in Green Curry, rice noodle, 1, package, , -, -, -, -, , , 
3221, Duck Legs in Green Curry, cilantro leaf, 1/2, bunch, chopped, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3218, Thai Steamed Mussels, mussel, 5, pounds, scrubbed debearded, 1950.4844, 83.6894, 269.8926, 50.8033, , , 
3218, Thai Steamed Mussels, lime juice, 1/3, cup, , 20.1667, 6.7921, 0.3388, 0.0565, , , 
3218, Thai Steamed Mussels, coconut milk, 1, can, unsweetened, 827.5862, 19.934, 8.2399, 85.7811, , , 
3218, Thai Steamed Mussels, white wine, 1/3, cup, , -, -, -, -, , , 
3218, Thai Steamed Mussels, thai red curry paste, 1 1/2, tablespoons, , -, -, -, -, , , 
3218, Thai Steamed Mussels, garlic, 1 1/2, tablespoons, minced, 18.9975, 4.2152, 0.8109, 0.0638, , , 
3218, Thai Steamed Mussels, asian fish sauce, 1, tablespoon, , -, -, -, -, , , 
3218, Thai Steamed Mussels, white sugar, 1, tablespoon, , 48.762, 12.5975, 0.0, 0.0, , , 
3218, Thai Steamed Mussels, cilantro, 2, cups, chopped, 7.36, 1.1744, 0.6816, 0.1664, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3214, How to Make Beef Satay, ginger root, 1, tablespoon, grated, 4.8, 1.0662, 0.1092, 0.045, , , 
3214, How to Make Beef Satay, garlic, 4, cloves, crushed, 17.88, 3.9672, 0.7632, 0.06, , , 
3214, How to Make Beef Satay, onion, 2, tablespoons, minced, 8.0, 1.868, 0.22, 0.02, , , 
3214, How to Make Beef Satay, brown sugar, 1/4, cup, , 209.0, 53.9495, 0.066, 0.0, , , 
3214, How to Make Beef Satay, fish sauce, 1/4, cup, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3214, How to Make Beef Satay, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
3214, How to Make Beef Satay, soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
3214, How to Make Beef Satay, coriander, 2, tablespoons, ground, 29.8, 5.499, 1.237, 1.777, , , 
3214, How to Make Beef Satay, cumin, 1, tablespoon, ground, 22.5, 2.6544, 1.0686, 1.3362, , , 
3214, How to Make Beef Satay, turmeric, 1/2, teaspoon, ground, 4.68, 1.0071, 0.1452, 0.0488, , , 
3214, How to Make Beef Satay, cayenne pepper, 1/8, teaspoon, , 0.7155, 0.1274, 0.027000000000000003, 0.0389, , , 
3214, How to Make Beef Satay, lemon grass, 1, piece, , -, -, -, -, , , 
3214, How to Make Beef Satay, beef sirloin, 2, pounds, trimmed, 1822.4041, 0.0, 184.0538, 115.2376, , , 
3214, How to Make Beef Satay, metal skewer, 4, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3222, Toronto Pad Thai, pad thai rice noodle, 1, package, , -, -, -, -, , , 
3222, Toronto Pad Thai, tamarind paste, 1/4, cup, , -, -, -, -, , , 
3222, Toronto Pad Thai, water, 1/3, cup, boiling, 0.0, 0.0, 0.0, 0.0, , , 
3222, Toronto Pad Thai, ketchup, 1/4, cup, , -, -, -, -, , , 
3222, Toronto Pad Thai, lime, 2, , juiced, 2.5208, 0.8490000000000001, 0.0423, 0.0071, , , 
3222, Toronto Pad Thai, soy sauce, 3, tablespoons, , 25.44, 2.3664, 3.9072, 0.2736, , , 
3222, Toronto Pad Thai, white sugar, 1, tablespoon, , 48.762, 12.5975, 0.0, 0.0, , , 
3222, Toronto Pad Thai, chili paste, 1, tablespoon, , -, -, -, -, , , 
3222, Toronto Pad Thai, vegetable oil, 1/4, cup, , 469.79, 0.0, 0.0, 54.5, , , 
3222, Toronto Pad Thai, tofu, 1/2, pound, drained cubed firm, 326.5869, 6.3049, 39.1677, 19.7767, , , 
3222, Toronto Pad Thai, garlic, 5, cloves, minced, 22.35, 4.959, 0.9540000000000001, 0.075, , , 
3222, Toronto Pad Thai, egg, 4, , beaten, 286.0, 1.44, 25.12, 19.02, , , 
3222, Toronto Pad Thai, bean sprout, 3, cups, , -, -, -, -, , , 
3222, Toronto Pad Thai, peanut, 1/2, cup, ground, 413.91, 11.7749, 18.834, 35.9452, , , 
3222, Toronto Pad Thai, green onion, 5, , sliced, 95.85, 20.377, 3.4435, 1.6685, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3223, Asian Barbequed Steak, chili sauce, 1/4, cup, , 62.79, 13.5067, 1.7062, 0.2047, , , 
3223, Asian Barbequed Steak, fish sauce, 1/4, cup, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3223, Asian Barbequed Steak, dark sesame oil, 1 1/2, tablespoons, , -, -, -, -, , , 
3223, Asian Barbequed Steak, ginger root, 1, tablespoon, grated, 4.8, 1.0662, 0.1092, 0.045, , , 
3223, Asian Barbequed Steak, garlic, 3, cloves, peeled crushed, 13.41, 2.9754, 0.5724, 0.045, , , 
3223, Asian Barbequed Steak, steak, 2, pounds, , 1115.2025, 0.0, 196.2031, 30.7361, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3225, Panang Curry with Chicken, panang curry paste, 5, tablespoons, , -, -, -, -, , , 
3225, Panang Curry with Chicken, cooking oil, , , , -, -, -, -, , , 
3225, Panang Curry with Chicken, coconut milk, 4, cups, , 2208.0, 53.184, 21.984, 228.864, , , 
3225, Panang Curry with Chicken, chicken breast, 2/3, pound, skinless boneless cubed, -, -, -, -, , , 
3225, Panang Curry with Chicken, palm sugar, 2, tablespoons, , -, -, -, -, , , 
3225, Panang Curry with Chicken, fish sauce, 2, tablespoons, , 12.6, 1.3104, 1.8216, 0.0036, , , 
3225, Panang Curry with Chicken, kaffir lime leaf, 6, , , -, -, -, -, , , 
3225, Panang Curry with Chicken, red chile pepper, 2, , sliced, 2.5, 0.5506, 0.1169, 0.0275, , , 
3225, Panang Curry with Chicken, thai basil leaf, 1/4, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3224, Spaghetti Squash Pad Thai, spaghetti squash, 1, , halved seeded, -, -, -, -, , , 
3224, Spaghetti Squash Pad Thai, sauce, , , , -, -, -, -, , , 
3224, Spaghetti Squash Pad Thai, chicken broth, 1 1/2, cups, , 117.18, 2.835, 16.7076, 3.9312, , , 
3224, Spaghetti Squash Pad Thai, peanut butter, 3, tablespoons, , 282.72, 10.3536, 11.5488, 23.9712, , , 
3224, Spaghetti Squash Pad Thai, chile garlic sauce, 1, tablespoon, , -, -, -, -, , , 
3224, Spaghetti Squash Pad Thai, fish sauce, 1, tablespoon, , 6.3, 0.6552, 0.9108, 0.0018, , , 
3224, Spaghetti Squash Pad Thai, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
3224, Spaghetti Squash Pad Thai, rice vinegar, 1, tablespoon, , -, -, -, -, , , 
3224, Spaghetti Squash Pad Thai, oyster sauce, 1, tablespoon, , 9.18, 1.9656, 0.243, 0.045, , , 
3224, Spaghetti Squash Pad Thai, ginger, 1, teaspoon, minced, 1.6, 0.3554, 0.0364, 0.015, , , 
3224, Spaghetti Squash Pad Thai, sesame oil, 1, teaspoon, , 39.78, 0.0, 0.0, 4.5, , , 
3224, Spaghetti Squash Pad Thai, black pepper, 1/4, teaspoon, ground, 1.4432, 0.3677, 0.0597, 0.0187, , , 
3224, Spaghetti Squash Pad Thai, water, 3, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
3224, Spaghetti Squash Pad Thai, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
3224, Spaghetti Squash Pad Thai, vegetable, , , , -, -, -, -, , , 
3224, Spaghetti Squash Pad Thai, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
3224, Spaghetti Squash Pad Thai, broccoli coleslaw mix, 1, package, , -, -, -, -, , , 
3224, Spaghetti Squash Pad Thai, zucchini, 1, , diced, 33.32, 6.0956, 2.3716, 0.6272, , , 
3224, Spaghetti Squash Pad Thai, red bell pepper, 1, , diced, -, -, -, -, , , 
3224, Spaghetti Squash Pad Thai, green onion, 1/2, cup, sliced, 9.585, 2.0377, 0.3444, 0.1668, , , 
3224, Spaghetti Squash Pad Thai, cilantro, 1/4, cup, chopped, 0.92, 0.1468, 0.0852, 0.0208, , , 
3224, Spaghetti Squash Pad Thai, chicken breast, 2, cubed, cooked, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3226, Thai Grilled Beef Salad, beef steak, 1, pound, , 1400.8032, 0.0, 74.8002, 122.4003, , , 
3226, Thai Grilled Beef Salad, fish sauce, 1/4, cup, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3226, Thai Grilled Beef Salad, lime juice, 1/4, cup, , 15.125, 5.0941, 0.2541, 0.0424, , , 
3226, Thai Grilled Beef Salad, kecap manis, 1, tablespoon, , -, -, -, -, , , 
3226, Thai Grilled Beef Salad, garlic, 3, tablespoons, minced, 37.995, 8.4303, 1.6218, 0.1275, , , 
3226, Thai Grilled Beef Salad, ginger root, 3, tablespoons, minced, 14.4, 3.1986, 0.3276, 0.135, , , 
3226, Thai Grilled Beef Salad, cilantro, 3, tablespoons, chopped, 0.69, 0.1101, 0.0639, 0.0156, , , 
3226, Thai Grilled Beef Salad, sesame oil, 1, tablespoon, , 120.22399999999999, 0.0, 0.0, 13.6, , , 
3226, Thai Grilled Beef Salad, chili oil, 1, tablespoon, , -, -, -, -, , , 
3226, Thai Grilled Beef Salad, green onion, 1/4, cup, chopped, 4.7925, 1.0188, 0.1722, 0.0834, , , 
3226, Thai Grilled Beef Salad, shallot, 1/4, cup, chopped, 28.8, 6.72, 1.0, 0.04, , , 
3226, Thai Grilled Beef Salad, onion, 1/4, cup, sliced, 16.0, 3.736, 0.44, 0.04, , , 
3226, Thai Grilled Beef Salad, tomato, 2, , cut, 80.4198, 17.3796, 3.9316, 0.8936, , , 
3226, Thai Grilled Beef Salad, cucumber, 1/4, cup, sliced, -, -, -, -, , , 
3226, Thai Grilled Beef Salad, thai chili pepper, 1/4, cup, sliced, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3219, Green Curry Tofu, water, 1 1/2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
3219, Green Curry Tofu, basmati rice, 1, cup, uncooked rinsed drained, 675.25, 147.9075, 13.1905, 1.2209999999999999, , , 
3219, Green Curry Tofu, sesame oil, 3, tablespoons, , 360.67199999999997, 0.0, 0.0, 40.8, , , 
3219, Green Curry Tofu, water tofu, 1, package, drained cubed firm packed, -, -, -, -, , , 
3219, Green Curry Tofu, salt, 1/4, teaspoon, , -, -, -, -, , , 
3219, Green Curry Tofu, coconut milk, 1, can, , 827.5862, 19.934, 8.2399, 85.7811, , , 
3219, Green Curry Tofu, green curry paste, 2, tablespoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3220, Vegetarian Phad Thai, rice noodle, 1, pound, , 1659.8438, 365.6216, 27.1321, 2.5536, , , 
3220, Vegetarian Phad Thai, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
3220, Vegetarian Phad Thai, egg, 4, , beaten, 286.0, 1.44, 25.12, 19.02, , , 
3220, Vegetarian Phad Thai, peanut oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
3220, Vegetarian Phad Thai, peanut butter, 1 1/2, cups, , 2279.43, 83.4759, 93.1122, 193.2678, , , 
3220, Vegetarian Phad Thai, water, 1/3, cup, , 0.0, 0.0, 0.0, 0.0, , , 
3220, Vegetarian Phad Thai, soy sauce, 1/3, cup, , 45.05, 4.1905, 6.919, 0.4845, , , 
3220, Vegetarian Phad Thai, milk, 1, cup, , 148.84, 11.6632, 7.686, 7.9788, , , 
3220, Vegetarian Phad Thai, brown sugar, 1 1/4, cups, , 1045.0, 269.7475, 0.33, 0.0, , , 
3220, Vegetarian Phad Thai, lemon juice, 1/3, cup, , 17.8933, 5.612, 0.2847, 0.1952, , , 
