id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147200, Deep Fried Mozzarella Cheese Sticks, mozzarella cheese, 16, ounces, , 1469.6377, 123.4677, 61.5071, 81.0569, , , 
148405, Prime Rib Roast, onion, 1/3, cup, minced, 21.3333, 4.9813, 0.5867, 0.0533, , , 
148405, Prime Rib Roast, garlic, 1/4, cup, minced, 50.66, 11.2404, 2.1624, 0.17, , , 
148405, Prime Rib Roast, seasoning salt, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148407, Blue Cheese Puffs, biscuit, 1, package, refrigerated, -, -, -, -, , , 
148407, Blue Cheese Puffs, butter, 1/4, cup, , 342.0, 15.714, 10.686, 28.8, , , 
148407, Blue Cheese Puffs, blue cheese, 1, package, crumbled, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148406, Cowboy Kabobs, sauce, 1/2, cup, , 239.355, 6.6582, 12.550999999999998, 18.1278, , , 
148406, Cowboy Kabobs, barbecue sauce, 1/2, cup, , 209.16, 23.3313, 16.4216, 5.5029, , , 
148406, Cowboy Kabobs, horseradish, 2 1/2, teaspoons, , 6.0, 1.4112, 0.1475, 0.0862, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148408, Roasted Carrots and Parsnips, parsnip, 1, , peeled cut, 99.75, 23.9267, 1.5959999999999999, 0.39899999999999997, , , 
148408, Roasted Carrots and Parsnips, carrot, 1, , peeled cut, 52.48, 12.2624, 1.1904, 0.3072, , , 
148408, Roasted Carrots and Parsnips, onion, 1, cup, cut, 64.0, 14.944, 1.76, 0.16, , , 
148408, Roasted Carrots and Parsnips, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
148408, Roasted Carrots and Parsnips, thyme, 1, teaspoon, dried, 0.8079999999999999, 0.1956, 0.0445, 0.0134, , , 
148408, Roasted Carrots and Parsnips, maple syrup, 2, tablespoons, , 104.0, 26.816, 0.016, 0.024, , , 
148408, Roasted Carrots and Parsnips, dijon mustard, 1, tablespoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148412, Plum Pudding and Sauce - Delicious, molasses, 1/2, cup, , 488.65, 125.92, 0.0, 0.1685, , , 
148412, Plum Pudding and Sauce - Delicious, cream, 1/2, cup, sour, 227.7, 5.3245, 2.806, 22.2525, , , 
148412, Plum Pudding and Sauce - Delicious, butter, 1/8, cup, , 85.5, 3.9285, 2.6715, 7.2, , , 
148412, Plum Pudding and Sauce - Delicious, baking soda, 1/2, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148412, Plum Pudding and Sauce - Delicious, cinnamon, 1/2, teaspoon, ground, -, -, -, -, , , 
148412, Plum Pudding and Sauce - Delicious, clove, 1/2, teaspoon, ground, 2.877, 0.6881, 0.0627, 0.1365, , , 
148412, Plum Pudding and Sauce - Delicious, raisin, 1/2, cup, , 249.15, 65.604, 2.7968, 0.3795, , , 
148412, Plum Pudding and Sauce - Delicious, currant, 1/2, cup, , 35.28, 8.6128, 0.784, 0.2296, , , 
148412, Plum Pudding and Sauce - Delicious, raisin, 1/4, cup, , 249.15, 65.604, 2.7968, 0.3795, , , 
148412, Plum Pudding and Sauce - Delicious, nut, 1/4, cup, chopped, -, -, -, -, , , 
148412, Plum Pudding and Sauce - Delicious, orange, , , grated rind, -, -, -, -, , , 
148412, Plum Pudding and Sauce - Delicious, flour, 1, cup, , 578.28, 126.6054, 9.401, 2.2436, , , 
148412, Plum Pudding and Sauce - Delicious, sugar, 1, cup, , 805.98, 201.59599999999998, 0.0, 0.0, , , 
148412, Plum Pudding and Sauce - Delicious, flour, 1, tablespoon, , 578.28, 126.6054, 9.401, 2.2436, , , 
148412, Plum Pudding and Sauce - Delicious, salt, 1, pinch, , -, -, -, -, , , 
148412, Plum Pudding and Sauce - Delicious, cold water, 1 1/2, 1/2, , 0.0, 0.0, 0.0, 0.0, , , 
148412, Plum Pudding and Sauce - Delicious, butter, 1, tablespoon, , 85.5, 3.9285, 2.6715, 7.2, , , 
148412, Plum Pudding and Sauce - Delicious, vinegar, 2, tablespoons, , 6.257999999999999, 0.2771, 0.0, 0.0, , , 
148412, Plum Pudding and Sauce - Delicious, double cream, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148416, Caramel Apple Milkshakes, vanilla yogurt, 3, cups, frozen, -, -, -, -, , , 
148416, Caramel Apple Milkshakes, milk, 3/4, cup, low-fat, 414.0, 9.972000000000001, 4.122, 42.912, , , 
148416, Caramel Apple Milkshakes, applesauce, 1/2, cup, , 51.24, 13.7494, 0.2074, 0.122, , , 
148416, Caramel Apple Milkshakes, cinnamon, 1, teaspoon, , -, -, -, -, , , 
148416, Caramel Apple Milkshakes, caramel topping, 1/4, cup, , 177.12, 46.7482, 0.9922, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148410, Garlic Broccoli & Lemon, broccoli floret, 4, cups, , -, -, -, -, , , 
148410, Garlic Broccoli & Lemon, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
148410, Garlic Broccoli & Lemon, garlic, 3, cloves, minced, 13.41, 2.9754, 0.5724, 0.045, , , 
148410, Garlic Broccoli & Lemon, lemon zest, 2, teaspoons, , -, -, -, -, , , 
148410, Garlic Broccoli & Lemon, salt pepper, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148411, Crunchy Garlic Chicken, butter, 2, tablespoons, melted, 171.0, 7.857, 5.343, 14.4, , , 
148411, Crunchy Garlic Chicken, milk, 2, tablespoons, , 18.3, 1.4340000000000002, 0.945, 0.981, , , 
148411, Crunchy Garlic Chicken, chive, 1, tablespoon, chopped, 0.9, 0.1305, 0.0981, 0.0219, , , 
148411, Crunchy Garlic Chicken, salt, 1/2, teaspoon, , -, -, -, -, , , 
148411, Crunchy Garlic Chicken, garlic powder, 1/2, teaspoon, smashed, 5.1305, 1.1273, 0.2565, 0.0113, , , 
148411, Crunchy Garlic Chicken, corn flake, 2, cups, crushed, 199.92, 49.2856, 3.304, 0.5096, , , 
148411, Crunchy Garlic Chicken, parsley, 3, tablespoons, chopped, 4.104, 0.7216, 0.3386, 0.0901, , , 
148411, Crunchy Garlic Chicken, paprika, 1/2, teaspoon, , 3.2430000000000003, 0.6209, 0.1626, 0.1482, , , 
148411, Crunchy Garlic Chicken, chicken breast half, 6, boneless, skinless boneless, -, -, -, -, , , 
148411, Crunchy Garlic Chicken, butter, 2, tablespoons, melted, 171.0, 7.857, 5.343, 14.4, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148414, Onion Beer Bread, flour, 2 3/4, cups, , 1590.27, 348.1648, 25.8528, 6.1699, , , 
148414, Onion Beer Bread, baking powder, 1, tablespoon, , 7.314, 3.8226, 0.0, 0.0, , , 
148414, Onion Beer Bread, sugar, 1, tablespoon, , 55.062, 13.7724, 0.0, 0.0, , , 
148414, Onion Beer Bread, salt, 1/2, teaspoon, , -, -, -, -, , , 
148414, Onion Beer Bread, mustard, 1 1/2, 1/2, , 0.4725, 0.0817, 0.05, 0.0073, , , 
148414, Onion Beer Bread, cheddar cheese, 1 1/4, cups, shredded, -, -, -, -, , , 
148414, Onion Beer Bread, green onion, 2, , chopped, 38.34, 8.1508, 1.3774, 0.6674, , , 
148414, Onion Beer Bread, basil, 2, teaspoons, , 0.4063, 0.0468, 0.0556, 0.0113, , , 
148414, Onion Beer Bread, beer, 1, bottle, , -, -, -, -, , , 
148414, Onion Beer Bread, onion, 1, , sliced, 28.0, 6.537999999999999, 0.77, 0.07, , , 
148414, Onion Beer Bread, sesame seed, 1, tablespoon, , 85.5, 3.9285, 2.6715, 7.2, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148415, Pork  & Ham Roast Marinade, up soda, 12, ounces, , 302.6, 0.0, 67.32, 1.7, , , 
148415, Pork  & Ham Roast Marinade, mustard, 1, tablespoon, , 0.945, 0.1634, 0.1001, 0.0147, , , 
148415, Pork  & Ham Roast Marinade, dark brown sugar, 1/4, cup, , 302.6, 0.0, 67.32, 1.7, , , 
148415, Pork  & Ham Roast Marinade, pineapple, 4, ounces, crushed, 56.699, 14.8778, 0.6123, 0.1361, , , 
148415, Pork  & Ham Roast Marinade, garlic clove, 8, , , 302.6, 0.0, 67.32, 1.7, , , 
148415, Pork  & Ham Roast Marinade, onion, 2, , , 128.0, 29.888, 3.52, 0.32, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148413, Ranch Ham Roll-Ups, cream cheese, 2, packages, softened, -, -, -, -, , , 
148413, Ranch Ham Roll-Ups, ranch dressing mix, 1, envelope, , -, -, -, -, , , 
148413, Ranch Ham Roll-Ups, green onion, 3, , chopped, 57.51, 12.2262, 2.0661, 1.0011, , , 
148413, Ranch Ham Roll-Ups, flour tortilla, 11, , , -, -, -, -, , , 
148413, Ranch Ham Roll-Ups, deli ham, 22, slices, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148419, Barbecued Pig-Dogs, jumbo frankfurter, 4, , , -, -, -, -, , , 
148419, Barbecued Pig-Dogs, bacon, 4, slices, , 467.04, 1.4336, 14.1344, 44.4528, , , 
148419, Barbecued Pig-Dogs, ketchup, 3, tablespoons, , -, -, -, -, , , 
148419, Barbecued Pig-Dogs, chili sauce, 3, tablespoons, , 47.0925, 10.13, 1.2797, 0.1536, , , 
148419, Barbecued Pig-Dogs, dijon mustard, 2, tablespoons, , -, -, -, -, , , 
148419, Barbecued Pig-Dogs, onion, 1, , grated, 44.0, 10.274000000000001, 1.21, 0.11, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148420, (Lighter) Lamb Moussaka, eggplant, 1, , cut cut, -, -, -, -, , , 
148420, (Lighter) Lamb Moussaka, beef broth, 1/2, cup, , 8.4, 0.048, 1.368, 0.264, , , 
148420, (Lighter) Lamb Moussaka, onion, 1, cup, chopped, 64.0, 14.944, 1.76, 0.16, , , 
148420, (Lighter) Lamb Moussaka, garlic clove, 3, , crushed, -, -, -, -, , , 
148420, (Lighter) Lamb Moussaka, lamb, 6, ounces, ground, 454.167, 0.0, 28.7129, 36.7246, , , 
148420, (Lighter) Lamb Moussaka, feta cheese, 1/2, cup, crumbled reduced fat, 198.0, 3.0675, 10.6575, 15.96, , , 
148420, (Lighter) Lamb Moussaka, parsley, 1/4, cup, chopped, 5.4, 0.9495, 0.4455, 0.1185, , , 
148420, (Lighter) Lamb Moussaka, mint, 2, teaspoons, chopped, 1.672, 0.3196, 0.125, 0.0277, , , 
148420, (Lighter) Lamb Moussaka, margarine, 1, tablespoon, , 101.37899999999999, 0.1269, 0.1269, 11.3505, , , 
148420, (Lighter) Lamb Moussaka, flour, 1, tablespoon, , 36.1425, 7.9128, 0.5876, 0.1402, , , 
148420, (Lighter) Lamb Moussaka, milk, 1 1/2, 1/2, skim, 828.0, 19.944000000000003, 8.244, 85.824, , , 
148420, (Lighter) Lamb Moussaka, beef broth, 1, cup, reduced sodium, 8.4, 0.048, 1.368, 0.264, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148417, Mediterranean Pasta Salad, pasta, 3, cups, cooked, -, -, -, -, , , 
148417, Mediterranean Pasta Salad, mayonnaise, 1/4, cup, , 209.38, 0.0, 0.2146, 23.2, , , 
148417, Mediterranean Pasta Salad, dijon mustard, 1, tablespoon, , -, -, -, -, , , 
148417, Mediterranean Pasta Salad, lemon juice, 1, tablespoon, , 3.355, 1.0523, 0.0534, 0.0366, , , 
148417, Mediterranean Pasta Salad, vinegar, 1, tablespoon, , 3.1289999999999996, 0.1386, 0.0, 0.0, , , 
148417, Mediterranean Pasta Salad, oil, 1/4, cup, , 448.95, 0.0, 0.1435, 50.9835, , , 
148417, Mediterranean Pasta Salad, garlic clove, 1, , minced, 4.47, 0.9918, 0.1908, 0.015, , , 
148417, Mediterranean Pasta Salad, pepper, 1/8, teaspoon, ground, 0.7216, 0.1839, 0.0299, 0.0094, , , 
148417, Mediterranean Pasta Salad, tuna, 1, can, drained flaked, 574.7376, 28.9213, 49.2984, 28.4603, , , 
148417, Mediterranean Pasta Salad, artichoke heart, 1, jar, marinated drained chopped, -, -, -, -, , , 
148417, Mediterranean Pasta Salad, black olive, 12, , , -, -, -, -, , , 
148417, Mediterranean Pasta Salad, cherry tomato, 8, , , -, -, -, -, , , 
148417, Mediterranean Pasta Salad, feta cheese, , , , -, -, -, -, , , 
148417, Mediterranean Pasta Salad, parsley, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148418, Cream Cheese Icing for One 9" Cake, cream cheese, 6, tablespoons, , 265.5, 3.15, 6.39, 25.74, , , 
148418, Cream Cheese Icing for One 9" Cake, vanilla, 1/4, teaspoon, , 3.0239999999999996, 0.1328, 0.0006, 0.0006, , , 
148418, Cream Cheese Icing for One 9" Cake, butter, 3, tablespoons, , 256.5, 11.7855, 8.0145, 21.6, , , 
148418, Cream Cheese Icing for One 9" Cake, icing sugar, 2/3, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148423, Creamy Scrumptious Scallops, sea scallop, 9, , , -, -, -, -, , , 
148423, Creamy Scrumptious Scallops, butter, 1, tablespoon, divided, 85.5, 3.9285, 2.6715, 7.2, , , 
148423, Creamy Scrumptious Scallops, cream cheese, 1, tablespoon, , 44.25, 0.525, 1.065, 4.29, , , 
148423, Creamy Scrumptious Scallops, mustard, 1/2, tablespoon, , 0.4725, 0.0817, 0.05, 0.0074, , , 
148423, Creamy Scrumptious Scallops, whipping cream, 1/4, cup, , 87.6, 0.888, 0.6509999999999999, 9.273, , , 
148423, Creamy Scrumptious Scallops, white wine, 1/2, tablespoon, , -, -, -, -, , , 
148423, Creamy Scrumptious Scallops, blue cheese, 2, tablespoons, crumbled, 145.2, 1.431, 0.41100000000000003, 15.33, , , 
148423, Creamy Scrumptious Scallops, strawberry, 3, , , 17.28, 4.1472, 0.3618, 0.162, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148409, Pea Soup With Sausage - Crock Pot, sausage, 8, ounces, smoked cut cut, 784.7139999999999, 1.4742, 32.3184, 71.0552, , , 
148409, Pea Soup With Sausage - Crock Pot, pea, 1, package, sorted rinsed split, -, -, -, -, , , 
148409, Pea Soup With Sausage - Crock Pot, carrot, 3, , sliced, 75.03, 17.5314, 1.7019, 0.4392, , , 
148409, Pea Soup With Sausage - Crock Pot, celery rib, 2, , sliced, -, -, -, -, , , 
148409, Pea Soup With Sausage - Crock Pot, onion, 1, , chopped, 44.0, 10.274000000000001, 1.21, 0.11, , , 
148409, Pea Soup With Sausage - Crock Pot, marjoram, 3/4, teaspoon, dried, 1.2195, 0.2725, 0.057, 0.0317, , , 
148409, Pea Soup With Sausage - Crock Pot, bay leaf, 1, , , -, -, -, -, , , 
148409, Pea Soup With Sausage - Crock Pot, chicken broth, 2, cans, reduced sodium, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148422, Strawberry Kiwi Smoothie, strawberry, 5, ounces, stemmed, 48.64, 11.6736, 1.0184, 0.456, , , 
148422, Strawberry Kiwi Smoothie, vanilla yogurt, 1/2, cup, , -, -, -, -, , , 
148422, Strawberry Kiwi Smoothie, kiwi, 1, , peeled sliced, -, -, -, -, , , 
148422, Strawberry Kiwi Smoothie, honey, 1, tablespoon, , -, -, -, -, , , 
148422, Strawberry Kiwi Smoothie, strawberry, 1, , , 48.64, 11.6736, 1.0184, 0.456, , , 
148422, Strawberry Kiwi Smoothie, kiwi, 1, slice, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148421, Grilled Spicy Corn, butter, 2, tablespoons, melted, 171.0, 7.857, 5.343, 14.4, , , 
148421, Grilled Spicy Corn, corn, 4, , , 498.8, 108.46, 18.965999999999998, 7.83, , , 
148421, Grilled Spicy Corn, lemon pepper, 1, tablespoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148424, Old Fashioned Raisin Cookies (Acadian), brown sugar, 2, cups, , 1672.0, 431.596, 0.528, 0.0, , , 
148424, Old Fashioned Raisin Cookies (Acadian), raisin, 1, cup, , 498.3, 131.208, 5.5935, 0.759, , , 
148424, Old Fashioned Raisin Cookies (Acadian), butter, 1, cup, , 1368.0, 62.856, 42.744, 115.2, , , 
148424, Old Fashioned Raisin Cookies (Acadian), flour, 4 1/2, cups, , 2602.26, 569.7243, 42.3045, 10.0962, , , 
148424, Old Fashioned Raisin Cookies (Acadian), egg, 3, , , 214.5, 1.08, 18.84, 14.265, , , 
148424, Old Fashioned Raisin Cookies (Acadian), baking powder, 6, teaspoons, , 14.628, 7.6452, 0.0, 0.0, , , 
148424, Old Fashioned Raisin Cookies (Acadian), milk, 1, cup, , 148.84, 11.6632, 7.686, 7.9788, , , 
148424, Old Fashioned Raisin Cookies (Acadian), salt, 1, teaspoon, , -, -, -, -, , , 
148424, Old Fashioned Raisin Cookies (Acadian), vanilla, 1, tablespoon, , 37.44, 1.6445, 0.0078, 0.0078, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148425, Simply Quick Chicken Thigh Cacciatore for Two, chicken thigh, 6, boneless, skinless boneless, -, -, -, -, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, white wine, 1/2, cup, , -, -, -, -, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, mushroom, 1, can, sliced, -, -, -, -, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, italian tomato sauce, 1, can, , -, -, -, -, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, seasoning mix, 1, dash, , -, -, -, -, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, garlic powder, 1, dash, , -, -, -, -, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, paprika, 1, dash, , -, -, -, -, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, onion, 1, , chopped, 64.0, 14.944, 1.76, 0.16, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, green pepper, 1, , chopped, 29.8, 6.9136, 1.2814, 0.2533, , , 
148425, Simply Quick Chicken Thigh Cacciatore for Two, flour, 1/4, cup, , 144.57, 31.6514, 2.3502, 0.5609, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148426, Caramel Mochaccino Cheesecake, oreo cookie crumb, 1 1/2, 1/2, , -, -, -, -, , , 
148426, Caramel Mochaccino Cheesecake, butter, 1/4, cup, melted, 342.0, 15.714, 10.686, 28.8, , , 
148426, Caramel Mochaccino Cheesecake, caramel sauce, 3/4, cup, , -, -, -, -, , , 
148426, Caramel Mochaccino Cheesecake, cream cheese, 3, cups, softened, 2124.0, 25.2, 51.12, 205.92, , , 
148426, Caramel Mochaccino Cheesecake, egg, 3, , , 214.5, 1.08, 18.84, 14.265, , , 
148426, Caramel Mochaccino Cheesecake, kahlua, 1/2, cup, , -, -, -, -, , , 
148426, Caramel Mochaccino Cheesecake, coffee, 1, teaspoon, , 3.1388, 0.5209, 0.1043, 0.0729, , , 
148426, Caramel Mochaccino Cheesecake, chocolate, 6, ounces, semisweet melted, 98.6562, 16.1082, 3.5039999999999996, 2.4494, , , 
148426, Caramel Mochaccino Cheesecake, milk chocolate, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148427, Turkey Soup With Leftover Cleanup, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
148427, Turkey Soup With Leftover Cleanup, baby carrot, 1, cup, , -, -, -, -, , , 
148427, Turkey Soup With Leftover Cleanup, celery, 1, cup, , 16.16, 2.9997, 0.6969, 0.1717, , , 
148427, Turkey Soup With Leftover Cleanup, shallot, 1, , chopped, 115.2, 26.88, 4.0, 0.16, , , 
148427, Turkey Soup With Leftover Cleanup, garlic clove, 3, , roasted minced, 201.7333, 0.0, 44.88, 1.1333, , , 
148427, Turkey Soup With Leftover Cleanup, baby portabella mushroom, 8, ounces, chopped, 201.7333, 0.0, 44.88, 1.1333, , , 
148427, Turkey Soup With Leftover Cleanup, bay leaf, 2 -3, , , -, -, -, -, , , 
148427, Turkey Soup With Leftover Cleanup, thyme, 2, teaspoons, dried, 1.6159999999999999, 0.3912, 0.08900000000000001, 0.0269, , , 
148427, Turkey Soup With Leftover Cleanup, basil, 1, teaspoon, dried, 0.2032, 0.0234, 0.0278, 0.0057, , , 
148427, Turkey Soup With Leftover Cleanup, salt, 1/2, teaspoon, , -, -, -, -, , , 
148427, Turkey Soup With Leftover Cleanup, pepper, 1/4, teaspoon, ground, 1.4432, 0.3677, 0.0597, 0.0187, , , 
148427, Turkey Soup With Leftover Cleanup, chicken broth, 8, cups, , 624.96, 15.12, 89.1072, 20.9664, , , 
148427, Turkey Soup With Leftover Cleanup, egg noodle, 4 -6, ounces, uncooked, 0.0, 0.0, 0.0, 0.0, , , 
148427, Turkey Soup With Leftover Cleanup, pea, 1, cup, , 41.16, 7.399, 2.7439999999999998, 0.196, , , 
148427, Turkey Soup With Leftover Cleanup, parsley, 2, tablespoons, chopped, 2.736, 0.4811, 0.2257, 0.06, , , 
148427, Turkey Soup With Leftover Cleanup, turkey, 3 -4, cups, cooked chopped, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148428, Wendy's Almond Orange Salad, canola oil, 1/2, cup, , 963.56, 0.0, 0.0, 109.0, , , 
148428, Wendy's Almond Orange Salad, red wine vinegar, 3, tablespoons, , 8.493, 0.1207, 0.0179, 0.0, , , 
148428, Wendy's Almond Orange Salad, lemon juice, 1, tablespoon, squeezed, 3.355, 1.0523, 0.0534, 0.0366, , , 
148428, Wendy's Almond Orange Salad, white sugar, 1, tablespoon, , 48.762, 12.5975, 0.0, 0.0, , , 
148428, Wendy's Almond Orange Salad, salt, 1/2, teaspoon, , -, -, -, -, , , 
148428, Wendy's Almond Orange Salad, mustard, 1/2, teaspoon, , 0.1575, 0.0272, 0.0167, 0.0024, , , 
148428, Wendy's Almond Orange Salad, onion flake, 1/2, teaspoon, , 2.9083, 0.6940000000000001, 0.0746, 0.0038, , , 
148428, Wendy's Almond Orange Salad, mandarin orange juice, 1, can, drained, -, -, -, -, , , 
148428, Wendy's Almond Orange Salad, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
148428, Wendy's Almond Orange Salad, brown sugar, 2, tablespoons, , 68.4, 17.6562, 0.0216, 0.0, , , 
148428, Wendy's Almond Orange Salad, almond, 1/2, cup, slivered, 963.56, 0.0, 0.0, 109.0, , , 
148428, Wendy's Almond Orange Salad, romaine lettuce, 1, , washed, 7.99, 1.5463, 0.5781, 0.141, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148429, Brunch: Portabella Stuffed Mushrooms, portabella mushroom, 2, , , -, -, -, -, , , 
148429, Brunch: Portabella Stuffed Mushrooms, jalapeno pepper, 1, , chopped, 1.6312, 0.3656, 0.0512, 0.0208, , , 
148429, Brunch: Portabella Stuffed Mushrooms, garlic clove, 1, , minced, 4.47, 0.9918, 0.1908, 0.015, , , 
148429, Brunch: Portabella Stuffed Mushrooms, yellow pepper, 2, tablespoons, chopped sweet, -, -, -, -, , , 
148429, Brunch: Portabella Stuffed Mushrooms, red pepper, 2, tablespoons, minced, 7.5, 1.6519, 0.3506, 0.0825, , , 
148429, Brunch: Portabella Stuffed Mushrooms, onion, 2, tablespoons, chopped, 8.0, 1.868, 0.22, 0.02, , , 
148429, Brunch: Portabella Stuffed Mushrooms, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
148429, Brunch: Portabella Stuffed Mushrooms, cheddar cheese, 4, tablespoons, grated, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148431, "Zuk" in Citrus Sauce, zucchini, 8 -10, , cut, 0.0, 0.0, 0.0, 0.0, , , 
148431, "Zuk" in Citrus Sauce, green onion, 4, , sliced, 76.68, 16.3016, 2.7548, 1.3348, , , 
148431, "Zuk" in Citrus Sauce, gingerroot, 1, inch, grated, -, -, -, -, , , 
148431, "Zuk" in Citrus Sauce, cider vinegar, 2, tablespoons, , 6.257999999999999, 0.2771, 0.0, 0.0, , , 
148431, "Zuk" in Citrus Sauce, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
148431, "Zuk" in Citrus Sauce, brown sugar, 1, teaspoon, , 11.4, 2.9427, 0.0036, 0.0, , , 
148431, "Zuk" in Citrus Sauce, white wine, 3, tablespoons, , -, -, -, -, , , 
148431, "Zuk" in Citrus Sauce, lemon, 1/2, , grated, 0.6404, 0.2058, 0.0243, 0.0066, , , 
148431, "Zuk" in Citrus Sauce, orange, 1/2, , grated, 0.8812, 0.2203, 0.0176, 0.0022, , , 
148431, "Zuk" in Citrus Sauce, lemon, 1/2, , , 0.6404, 0.2058, 0.0243, 0.0066, , , 
148431, "Zuk" in Citrus Sauce, orange, 1/2, , , 0.8812, 0.2203, 0.0176, 0.0022, , , 
148431, "Zuk" in Citrus Sauce, cornstarch, 1, teaspoon, , 10.16, 2.4339, 0.0069, 0.0013, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148432, Garlic and Hot-Pepper Almonds, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
148432, Garlic and Hot-Pepper Almonds, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
148432, Garlic and Hot-Pepper Almonds, garlic, 1, tablespoon, minced, 12.665, 2.8101, 0.5406, 0.0425, , , 
148432, Garlic and Hot-Pepper Almonds, pepper flake, 1/2, teaspoon, , -, -, -, -, , , 
148432, Garlic and Hot-Pepper Almonds, almond, 3, cups, blanched, 5781.36, 0.0, 0.0, 654.0, , , 
148432, Garlic and Hot-Pepper Almonds, salt, , , , -, -, -, -, , , 
